"","terms","tdif","degree","frequency","ratio","apmis","agg"
"tech","tech",-0.421843227752559,645,1163,-1.20007292499341,-1.00147194096493,-0.206814737260344
"reset","reset",-0.429525927319963,1383,1143,-0.787218923853929,-0.595972579024288,-0.206924090716535
"restrict","restrict",-0.540648046851166,1307,925,-0.659339127554638,-0.576743862122206,-0.207747770761199
"poor","poor",-0.488714116214641,1925,1027,-0.368667574452525,-0.232831277762961,-0.208183470968068
"redirect","redirect",-0.465202733767129,1616,1064,-0.592675058210882,-0.425650722336625,-0.210742356547128
"mess","mess",-0.563686414519036,2017,882,-0.108839623684652,0.0391606961558831,-0.211121780682602
"kick","kick",-0.463166081805918,1810,1084,-0.497587115760081,0.322502726912346,-0.212750156884551
"setup","setup",-0.50760255467826,1140,992,-0.825507545025128,-0.693205392183408,-0.213301569173327
"outdat","outdat",-0.756187105960684,1264,515,-0.00330949692739988,0.11550937620606,-0.214662408894008
"russian","russian",-0.150828760235126,1184,1732,-1.11880745925643,-0.620906067479601,-0.216243384003984
"middl","middl",-0.469451406536599,2251,1069,-0.222950294468053,0.0430260036617598,-0.216458565780964
"grand","grand",-0.569910724961986,1424,870,-0.518350394427721,0.438431477936933,-0.216609880484258
"path","path",-0.459021918757847,1958,1081,-0.40842107378377,-0.215572629753426,-0.217290120929397
"festiv","festiv",-0.42581217142405,1538,1158,-0.7127722911355,0.485401308613317,-0.217727717982078
"invit","invit",-0.653905480051111,1390,704,-0.305646916990318,0.303442352222651,-0.218703348272926
"januari","januari",-0.677737068702144,1318,658,-0.287625437507944,0.308619367916096,-0.218914379431331
"master","master",-0.543947183051769,2035,909,-0.139155567385292,-0.0241631899019299,-0.219646520178377
"programm","programm",-0.582177767541375,1553,840,-0.384782952288099,-0.305606034876766,-0.220451561650903
"proxi","proxi",-0.540089918093934,1623,909,-0.424678437190996,-0.299588118195853,-0.221726745696359
"modul","modul",-0.379898268116065,2254,1233,-0.397853127528682,-0.11245840338908,-0.221764330751889
"vpn","vpn",-0.34066974265658,138,1315,-1.48333545190971,-1.15745859282659,-0.222182200579902
"slightli","slightli",-0.373805431105348,946,1270,-1.08020454644509,-0.78115220658293,-0.224285923655836
"sql","sql",-0.489403199630261,960,1020,-0.9565483518619,-0.769096174944362,-0.225618458849266
"serious","serious",-0.283498562693838,1125,1463,-1.06503152857827,-0.670966671238374,-0.225854473344576
"stolen","stolen",-0.499209502160306,740,1001,-1.08374560232888,-0.904690252508653,-0.226088283993513
"pen","pen",-0.450692883313405,2056,1094,-0.365549038277673,-0.135936739456823,-0.226768394044752
"mode","mode",-0.710224974523313,1370,594,-0.0965245416640818,0.124819602553389,-0.227309971211335
"weird","weird",-0.307957998213443,104,1408,-1.50291394251102,-1.1199190207635,-0.230317639986987
"neg","neg",-0.53507343018746,1991,930,-0.200804989407152,0.0319815149371542,-0.234632301552486
"node","node",-0.42907589749472,2197,1123,-0.317026967263041,-0.0385476573993939,-0.235851735786122
"indian","indian",-0.719584333121392,1093,573,-0.347808011738553,0.359372433681735,-0.236006637059403
"mistak","mistak",-0.560861655528444,1920,883,-0.17967310510896,0.0290990336837255,-0.237145242317893
"order","order",-0.324732249362693,2205,1364,-0.531083424761105,-0.140671344422948,-0.238381443233616
"profil","profil",-0.555245835123413,1580,891,-0.432357621955555,-0.2705484103327,-0.239018348915423
"root","root",-0.487395723014427,1225,1025,-0.796574848596696,-0.561754582934659,-0.240738662892155
"treat","treat",-0.206452706013457,349,1628,-1.41439947328697,-0.89386856575522,-0.242327871181736
"plug","plug",-0.641473355985364,1543,726,-0.210579240415703,-0.122593350235891,-0.243153082055059
"signific","signific",-0.545808124509736,900,914,-0.929141500395703,-0.74066758332761,-0.244760680525943
"repli","repli",-0.254766923675092,1387,1521,-0.974991086239157,-0.49311783570431,-0.245546724736646
"prompt","prompt",-0.658705671564288,1398,694,-0.28046306528849,-0.198697495779406,-0.246823747024457
"dvd","dvd",-0.582142991192348,1114,844,-0.717967363519678,0.559201422244846,-0.246969644155727
"oppos","oppos",-0.702047847532074,1437,615,-0.0775075084961517,0.0380260952303042,-0.247176420265974
"oscp","oscp",-0.648342928372032,1584,708,-0.140060012875462,-0.037855553796105,-0.250182462483796
"trick","trick",-0.417059795078796,560,1178,-1.24997658115396,-0.915490743889452,-0.250515210781102
"risk","risk",-0.674394161219367,1067,663,-0.535630093161929,-0.455180047170517,-0.251614735736926
"stick","stick",-0.409220986712157,865,1194,-1.09307212456444,-0.740015096231538,-0.254092671681685
"visit","visit",-0.321379316520575,275,1379,-1.4238195226498,-0.981478126197557,-0.25457357099094
"verifi","verifi",-0.433315799302207,139,1139,-1.47256710727162,-1.13897090095363,-0.255637335206731
"ebook","ebook",-0.68572187824213,972,646,-0.601590789755164,0.518748734062034,-0.25618797797842
"respond","respond",-0.578917805636889,1170,849,-0.681312551849885,-0.47997083165217,-0.260086508611535
"straight","straight",-0.36314901875288,722,1292,-1.1974124118629,-0.779180985529871,-0.260460148361969
"memori","memori",-0.644679941565213,1470,723,-0.268628910786591,0.124515413577897,-0.262931146257969
"photo","photo",-0.207162054123336,1999,1618,-0.771153793935867,-0.182264242018307,-0.265350535346965
"revers","revers",-0.502708008031115,1139,995,-0.828323387256806,-0.528634845673308,-0.267465516538204
"submit","submit",-0.436296701387122,719,1131,-1.14897093560479,-0.782682606972917,-0.267528343339665
"tweet","tweet",-0.0463406005668988,298,1985,-1.45487233695523,-0.680095596808528,-0.273705780237866
"walk","walk",-0.261276166928006,100,1507,-1.50764276386153,-0.944529669545506,-0.274796420414677
"magic","magic",-0.40974993608163,1863,1192,-0.564880012683713,0.146597106352354,-0.276010947470997
"print","print",-0.294090490167641,1718,1426,-0.790497931815898,-0.25276376214717,-0.277274886612123
"technolog","technolog",-0.61770251468281,524,769,-1.1201923146034,-0.904308065729544,-0.277862254518889
"nsa","nsa",-0.487928668411315,1817,1023,-0.430555868927166,-0.0826015604276237,-0.278627658970286
"odd","odd",-0.508310183804013,1906,989,-0.335401212296439,-0.00583971684407923,-0.279290559752124
"signal","signal",-0.472669120089597,868,1047,-1.02719189954568,-0.656129916913272,-0.281243700907336
"persist","persist",-0.739014291032013,1248,545,-0.106911853972701,-0.00149111846838765,-0.281478342178775
"pointer","pointer",-0.543444346514455,1482,898,-0.509812988906474,-0.208378602158439,-0.28162624442083
"roll","roll",-0.405145797758386,1210,1200,-0.914242741323263,-0.473719732246858,-0.281889602278264
"recogn","recogn",-0.605505330805355,1187,796,-0.610056044442604,-0.368190449877317,-0.282456975123547
"plenti","plenti",-0.631343314104582,1496,750,-0.292899930542223,-0.0766086877177836,-0.282544852309674
"proprietari","proprietari",-0.658327473705635,1205,691,-0.450902749780319,-0.258946313123536,-0.283427970120806
"sit","sit",-0.440344369173717,886,1130,-1.05551741014413,-0.643265224577369,-0.284198851580161
"shut","shut",-0.541782117433619,908,921,-0.92838417546489,-0.609305425840163,-0.286953622352782
"sweep","sweep",-0.0194015195929882,293,2055,-1.45962650345972,-0.61513897438902,-0.287963016221229
"space","space",-0.359871369924279,798,1280,-1.15670870172331,-0.650099846650221,-0.288826741665788
"solid","solid",-0.449511561949653,844,1110,-1.07045385050686,-0.646203347121506,-0.291254021778337
"will","will",-0.455162436574787,57,1098,-1.51674206518074,-1.09804591633511,-0.29128619514014
"stuck","stuck",-0.452335688783889,691,1104,-1.15515379264032,-0.730460589402204,-0.292342964007333
"student","student",-0.398098712381594,642,1207,-1.21437466960945,-0.732740672721689,-0.293244236423118
"purchas","purchas",-0.653118883905962,1220,706,-0.460858619316805,-0.232074025818708,-0.293967825801353
"randomli","randomli",-0.66236434372278,1250,689,-0.406570484814849,-0.162743511711959,-0.302063772275223
"partial","partial",-0.71380852199406,1260,589,-0.201838866744494,-0.00833299232909982,-0.302438132136485
"inspir","inspir",-0.463652895853135,1265,1083,-0.813627806564056,0.369593035843786,-0.302562555524468
"plain","plain",-0.751947306816461,1124,521,-0.190392245459784,0.0320538771809708,-0.303428558365091
"pictur","pictur",-0.418872058675912,1747,1169,-0.608018992157881,-0.115165487694058,-0.303908521046578
"publicli","publicli",-0.693623384549748,1094,630,-0.455527579434913,-0.229886370583363,-0.306421531133766
"token","token",-0.393617692984177,456,1183,-1.30662270449486,-0.779684115844628,-0.306852093878137
"propos","propos",-0.684879339117996,1182,645,-0.395020546864937,-0.145903014338054,-0.311332290548293
"threat","threat",-0.714523838140161,444,588,-1.07376634024543,-0.853522987395,-0.311589063663531
"unknown","unknown",-0.548922003255411,324,905,-1.32391466657996,-0.935556716498506,-0.312426651112287
"raw","raw",-0.569528449387374,1152,866,-0.711448096810252,-0.338556716653007,-0.31413994318154
"merg","merg",-0.481333388704114,1645,1027,-0.540416945376764,-0.0770213926950753,-0.314909647128601
"pain","pain",-0.722871202604373,1176,577,-0.265521212650927,0.0434364719707083,-0.314985314428197
"situat","situat",-0.579012947288272,742,850,-0.99953332256977,-0.628765733721935,-0.316593512045369
"reboot","reboot",-0.719013783132488,1060,579,-0.396164212266111,-0.159152945369123,-0.318675016676492
"luck","luck",-0.743649165220932,876,539,-0.525626151751649,0.300715095790482,-0.3228534070607
"pure","pure",-0.627560568032957,1167,756,-0.577018352556296,-0.235686476435704,-0.322964148051183
"spread","spread",-0.57445297164709,709,859,-1.02949562963779,-0.632084007691814,-0.323954864531022
"util","util",-0.580180068410066,213,846,-1.39083952387679,-0.99873760372978,-0.324093996185694
"restart","restart",-0.650615296829332,1074,704,-0.5884095328831,-0.262092953303462,-0.32564395880299
"stack","stack",-0.520347530507728,743,955,-1.05933512511082,-0.599443492199223,-0.32674638780644
"render","render",-0.602175059954436,1078,798,-0.698456498095647,-0.319252003775633,-0.327126518091483
"plugin","plugin",-0.624175466262728,1310,754,-0.454965287921847,-0.0944240591310211,-0.328238898351185
"opposit","opposit",-0.714172583838828,1128,593,-0.351154393296669,0.0792902484918162,-0.328678909547894
"tutori","tutori",-0.453636506125217,408,1093,-1.31429309971615,-0.778010872841613,-0.329972910999919
"rais","rais",-0.497735713659164,1132,1012,-0.844794458410539,-0.347785336575736,-0.331581611831322
"restor","restor",-0.617315457913535,918,768,-0.796454811981428,-0.414143011149994,-0.333209086248323
"twitter","twitter",-0.370928648120268,305,1275,-1.39875006201758,-0.767768481183585,-0.333970076318088
"senior","senior",-0.47051889399952,873,1060,-1.03062541182447,-0.498650722328571,-0.334164527831807
"suspect","suspect",-0.557799901097784,516,892,-1.18503271371176,-0.737309975512563,-0.335174213098994
"php","php",-0.620459436064253,1370,764,-0.419818249572118,-0.0277493237565037,-0.337509453959956
"stabl","stabl",-0.574899156625008,736,854,-1.00653491232328,-0.559382944763305,-0.340683708061663
"scale","scale",-0.624518848135636,871,757,-0.82462504290901,-0.424174356063281,-0.341656511660455
"teach","teach",-0.530945599001046,484,942,-1.22577481383264,-0.729770205508411,-0.342316735775092
"slower","slower",-0.583369908328832,720,838,-1.0081968229618,-0.557920955457621,-0.344548591944337
"truli","truli",-0.530198021445722,358,948,-1.31155117447291,-0.807472593345347,-0.34475886752443
"pop","pop",-0.536564586785037,1428,933,-0.58527335262217,-0.083164776666179,-0.346224387580343
"pack","pack",-0.175312066689016,1605,1698,-0.953995022603938,-0.08961252385984,-0.346564855144372
"press","press",-0.705401255500846,1121,605,-0.382210833583611,-0.0404895632486158,-0.34904084194528
"instagram","instagram",-0.347349902514719,1339,1325,-0.91283624436912,0.209864001634393,-0.350107381749816
"screw","screw",-0.636109744220615,853,738,-0.821329066145266,-0.401625755417871,-0.35193768498267
"headphon","headphon",-0.666743771686173,810,676,-0.794620169512571,0.402136076389271,-0.353075954936491
"vote","vote",-0.19427110784956,71,1639,-1.52215554095891,-0.657071473434432,-0.353118391791346
"ipad","ipad",-0.452852652215824,1199,1099,-0.862171855194608,0.254838345085713,-0.353395387441573
"suck","suck",-0.462704246435234,578,1080,-1.21230343779458,-0.613888501700739,-0.35370639417636
"weak","weak",-0.555512848652859,72,891,-1.49853927475459,-0.988739567046958,-0.355104185453497
"wifi","wifi",-0.518735256499274,64,961,-1.50749139025048,-0.959684181073915,-0.355514155225281
"semant","semant",-0.55430831859778,760,890,-1.01150782622686,-0.498182227442872,-0.355877972460591
"nest","nest",-0.530062058379361,1476,934,-0.553931240860394,-0.0121758467682942,-0.357272484157154
"london","london",-0.461425252734055,1309,1086,-0.790137525877359,0.177333138031089,-0.358076546860108
"ping","ping",-0.643392498883013,1158,707,-0.517641673927319,0.0858444117679244,-0.358396587014136
"structur","structur",-0.658073218279357,494,692,-1.09973876903457,-0.67867842675987,-0.359711186851352
"kit","kit",-0.551864342581693,1090,905,-0.7907175923202,0.245211672965766,-0.365790087312042
"scenario","scenario",-0.726340555144464,747,569,-0.722424708302729,-0.346563324561766,-0.367400646295142
"statement","statement",-0.552247530700948,540,895,-1.16936163392552,-0.618537988790793,-0.367690391945226
"retriev","retriev",-0.703078332539246,810,610,-0.712950651835668,-0.294428639738259,-0.373866781545552
"ram","ram",-0.709512231879843,952,596,-0.543212195205564,-0.123741277333536,-0.376327716583957
"size","size",-0.584298621728438,623,836,-1.07999450701515,-0.530009198182577,-0.378094643520338
"strongli","strongli",-0.725713953486944,587,570,-0.900704295845474,-0.484479109954486,-0.380646379792644
"twice","twice",-0.499148299517046,266,1010,-1.38353630773267,-0.737388543000515,-0.381765354749735
"recov","recov",-0.715864993284928,793,586,-0.69696658071354,-0.267413327605933,-0.381806082130845
"suppli","suppli",-0.368136694198098,394,1280,-1.35553735125298,-0.573218298992487,-0.38348524881953
"speed","speed",-0.643212253009335,606,724,-1.02216410301389,-0.513010827846304,-0.384121842725641
"hamper","hamper",-0.506070380539632,855,997,-1.00921471603464,0.354763240881742,-0.386840618564175
"terribl","terribl",-0.55737077480073,372,892,-1.28672902604057,-0.682521511010235,-0.387192763277022
"refus","refus",-0.695838740756705,871,626,-0.672945571949197,-0.203051888754743,-0.388577474650386
"repositori","repositori",-0.637128717977466,763,733,-0.893709853261576,-0.364765608186991,-0.388690987684017
"parent","parent",-0.319594166825709,1416,1375,-0.900708314679011,-0.0497036196672533,-0.390199620612489
"sampl","sampl",-0.545437723210259,764,910,-1.02056158978609,-0.381304734106864,-0.394898192963161
"ship","ship",-0.594909292441057,670,815,-1.03156972024352,-0.437887293456548,-0.396197239742677
"stream","stream",-0.540429910403854,472,920,-1.22625165382957,-0.575546663273642,-0.397044966986595
"protest","protest",-0.387367178430832,955,1236,-1.0627096210259,-0.247476977178538,-0.400866607426063
"tradit","tradit",-0.616125565835331,333,776,-1.27911709200995,-0.692008409546403,-0.401078082766291
"univers","univers",-0.590758038558979,239,824,-1.36672779384642,-0.751940691325916,-0.401848380359829
"promis","promis",-0.609870175918656,1029,788,-0.726829309865632,-0.131033729790908,-0.401888585331127
"itun","itun",-0.648060796248395,824,712,-0.820398744912329,0.258733293448893,-0.40324208257061
"prime","prime",-0.633446103320573,1013,721,-0.664366087676328,-0.0832699698378033,-0.404847407053033
"welcom","welcom",-0.413030747676577,50,1188,-1.52293136163892,-0.717904512936774,-0.406019198792908
"suit","suit",-0.596392538947546,520,815,-1.14751183501512,-0.520435994442079,-0.40782279317353
"promot","promot",-0.732097317764246,840,559,-0.602825873764932,-0.109297041093383,-0.408542050145265
"serial","serial",-0.613410236230327,685,767,-0.986840552367491,-0.374090050460008,-0.408720246045937
"reflect","reflect",-0.730584652188372,772,561,-0.682558465427196,-0.186901634194427,-0.40874716114038
"transfer","transfer",-0.687717163841014,298,638,-1.25520352343777,-0.700983743403696,-0.413978981291696
"shell","shell",-0.635036466396056,695,736,-0.95458478615537,-0.347398224946808,-0.414074342534873
"resid","resid",-0.629009545578542,766,755,-0.910314231735371,-0.286712154841038,-0.417537207490958
"unix","unix",-0.577777625344424,279,841,-1.34045918233637,-0.657439337170594,-0.420265823503401
"strang","strang",-0.591383224889384,501,828,-1.1682777959096,-0.496459399976922,-0.421067206940688
"trigger","trigger",-0.640088456592391,286,729,-1.30230277544042,-0.669679712958399,-0.424237173024802
"tree","tree",-0.491418100844524,195,1017,-1.4286572128305,-0.642842109699595,-0.425744401325144
"round","round",-0.553320787744792,704,887,-1.04945992404857,-0.319564926853213,-0.427738594980048
"ssh","ssh",-0.660381587646219,489,685,-1.0997414269484,-0.468610615041755,-0.430504133184288
"tune","tune",-0.400002736128772,222,1214,-1.43424731764769,-0.537282548324537,-0.432322501817307
"trivial","trivial",-0.653633233183384,269,706,-1.30942023579886,-0.665355519914592,-0.432565983022551
"predict","predict",-0.695252695944142,917,623,-0.622211549475033,-0.0195902703816233,-0.432624658345851
"suffici","suffici",-0.718246795709885,414,584,-1.10286882666756,-0.517788503824158,-0.434442372851097
"referenc","referenc",-0.6946170367859,720,627,-0.826054462895587,-0.213456960602546,-0.43573817969298
"wrap","wrap",-0.487532015423148,24,1031,-1.53478023984162,-0.708115166388874,-0.438065696291964
"wipe","wipe",-0.591829271168645,26,817,-1.52939706249416,-0.806435033242299,-0.438263766806836
"qualifi","qualifi",-0.665342986528271,865,683,-0.751628078267176,-0.0989414521319976,-0.43934320422115
"travel","travel",-0.47836177924772,266,1049,-1.38970448645635,-0.540468138626266,-0.442532709025934
"reader","reader",-0.588242555267436,783,832,-0.956592890334533,-0.202068568217091,-0.447588959128293
"signatur","signatur",-0.713267035495501,494,588,-1.02019897996263,-0.388551925590249,-0.448304696622629
"tab","tab",-0.59378838865536,368,809,-1.26289024275981,-0.499915757288942,-0.452254291375411
"rid","rid",-0.619476995583361,683,771,-0.99139349672885,-0.251624304866641,-0.453082062481857
"ridicul","ridicul",-0.696518896504072,681,626,-0.864145108396291,-0.194615696030882,-0.455349436289827
"readabl","readabl",-0.655296376038324,751,702,-0.875521323130465,-0.16430777708722,-0.455503307360523
"usag","usag",-0.662858442305226,174,690,-1.39058699911454,-0.686212916400622,-0.45574417500638
"session","session",-0.694714443904288,596,623,-0.946793639961624,-0.272128409608521,-0.45645989141913
"nail","nail",-0.7108419493968,560,596,-0.957543144056018,0.291155137651914,-0.459076651933635
"novel","novel",-0.698160412347269,650,621,-0.890074286993545,0.203753145833407,-0.461493851169136
"templat","templat",-0.642243708467496,340,713,-1.24904655656265,-0.49966569252515,-0.463874857501665
"scope","scope",-0.725130153570094,567,566,-0.918379352954429,-0.251109995031778,-0.464133170497582
"sysadmin","sysadmin",-0.726390537980756,403,566,-1.10090965990816,-0.427010024791907,-0.466763391032337
"player","player",-0.581710319569943,918,839,-0.860176227735709,0.0283828313466417,-0.47116790531967
"youtub","youtub",-0.608669651242628,1,790,-1.54864709176309,-0.738728023544424,-0.472862906487098
"screenshot","screenshot",-0.67571437294497,623,661,-0.955707443936841,-0.208537823685602,-0.474294664398736
"theoret","theoret",-0.737926080337893,273,547,-1.23504424573452,-0.547013232065527,-0.475319031335629
"unabl","unabl",-0.705960365427853,253,608,-1.28730980267805,-0.559992133465706,-0.477759344880065
"usa","usa",-0.462492977715634,125,1077,-1.47633027521525,-0.496228897319693,-0.480864785203729
"kindl","kindl",-0.37430448509126,756,1260,-1.17147320540125,0.100541520441044,-0.481745390017156
"unlik","unlik",-0.7049140826844,189,609,-1.353942106028,-0.613617709227484,-0.481746159828307
"valuabl","valuabl",-0.686527562494278,94,644,-1.45749496112341,-0.6978526583147,-0.482056621767664
"skip","skip",-0.685741351049298,477,645,-1.08357290443488,-0.321368858949154,-0.482648465511674
"race","race",-0.64972589346837,647,705,-0.971318193839047,0.166481429291346,-0.484854219338691
"syntax","syntax",-0.62076216963006,299,767,-1.30386992990767,-0.454925856453751,-0.489902081027993
"split","split",-0.728590302390774,419,565,-1.08227643981885,-0.335200649290276,-0.491888697639784
"titl","titl",-0.618790015782761,232,772,-1.36013245239765,-0.49601494235898,-0.494302508607144
"silli","silli",-0.69671269815073,504,625,-1.04145108021179,-0.253817170480146,-0.494782202627458
"paypal","paypal",-0.462537392315493,865,1078,-1.04396340888809,0.0180977715742118,-0.496134343209792
"wild","wild",-0.574603865104068,50,857,-1.51269116484688,-0.593546983192614,-0.497916015586112
"underli","underli",-0.754369787556465,203,518,-1.30257135697768,-0.556333721122844,-0.500202474470434
"visibl","visibl",-0.640158134017275,83,727,-1.47752423955002,-0.616223101763682,-0.500486423934538
"temporari","temporari",-0.689730014313672,288,631,-1.26192275439882,-0.449049992223377,-0.50086759216304
"refresh","refresh",-0.719189891020645,689,577,-0.79721393435424,0.00966098880219638,-0.502247612190896
"strict","strict",-0.743500123734944,388,535,-1.09258200070215,-0.313583143450072,-0.507499660329007
"unnecessari","unnecessari",-0.712674008408382,194,595,-1.34404833410527,-0.5327226077501,-0.507999911587849
"struggl","struggl",-0.745578246260336,357,535,-1.12908390138382,-0.33576713511975,-0.512965004174803
"subscrib","subscrib",-0.67994293528351,342,653,-1.2195154985328,-0.350523673422641,-0.516311586797889
"sponsor","sponsor",-0.477098608333626,337,1057,-1.34859882606191,-0.274061825523517,-0.517211869624007
"recurs","recurs",-0.720350440930567,586,574,-0.906322611127304,-0.074069721524226,-0.517534443511215
"ring","ring",-0.581500271954319,623,838,-1.08111491272528,-0.0985451634969469,-0.521356673727549
"translat","translat",-0.734347911313427,220,550,-1.29746363678639,-0.463247548272377,-0.522854666609147
"symbol","symbol",-0.723220758471649,280,568,-1.23890470388907,-0.384812223375883,-0.525771079661613
"vlan","vlan",-0.6822520785326,47,634,-1.50274457625145,-0.597402496825872,-0.529198052652726
"sync","sync",-0.729283475117872,273,559,-1.24179344617435,-0.382984304577553,-0.529364205571557
"undefin","undefin",-0.610547459658789,228,775,-1.36411663919659,-0.385404377061718,-0.529753240597888
"remind","remind",-0.63116265773089,630,751,-1.02098929467892,-0.0587192782422999,-0.531144224722505
"unlock","unlock",-0.708885781097304,173,597,-1.36689554955977,-0.4685751638005,-0.535735388952193
"stori","stori",-0.636021734485962,357,739,-1.24512390412707,-0.252631541944495,-0.542838032222846
"usabl","usabl",-0.754077492482781,151,519,-1.36616362153012,-0.471462234306336,-0.549592959902188
"rich","rich",-0.751399379234877,442,522,-1.01603673449698,-0.10304186356468,-0.55479808338906
"wall","wall",-0.636368728219187,70,737,-1.48961186592736,-0.453728275851278,-0.557417439431757
"wikileak","wikileak",-0.649935433746373,21,699,-1.53051889827564,-0.493870894349198,-0.562194479224271
"theme","theme",-0.655691215374873,250,692,-1.32186062783496,-0.29038539836068,-0.562388814949717
"wire","wire",-0.719098725915379,14,577,-1.53415969852207,-0.561396019654239,-0.563954134927738
"wear","wear",-0.473036084865595,35,1059,-1.52862455102749,-0.301874262445278,-0.566595457815935
"score","score",-0.571306792743792,448,863,-1.22242414462885,-0.0740462393927566,-0.573228232659961
"ugli","ugli",-0.67683196277782,158,662,-1.39909338053211,-0.296507734291078,-0.593139203006283
"vip","vip",-0.533017337979582,35,942,-1.52603863385348,-0.260574894296185,-0.599493692512294
"shot","shot",-0.665170878310136,324,683,-1.25060921574419,-0.114084282953107,-0.600565270367072
"spot","spot",-0.732352637922272,311,559,-1.19897022262663,-0.127858647780543,-0.601154737589453
"tough","tough",-0.689901489581013,135,637,-1.41593815546723,-0.292606541163681,-0.604411034628189
"recip","recip",-0.640784478438275,295,729,-1.29452558831788,0.108450073472791,-0.608953331094453
"tire","tire",-0.68796459151455,210,640,-1.34274144806542,-0.198273064496603,-0.610810991694457
"soft","soft",-0.747589292809146,299,528,-1.19271022887337,-0.0897050912335494,-0.616864810149655
"surviv","surviv",-0.738034658361929,222,546,-1.29331010608139,-0.180417431875796,-0.616975777522506
"rose","rose",-0.74457461948305,170,534,-1.34889793274512,0.215054187618243,-0.626139454869975
"snap","snap",-0.654517344935084,334,702,-1.24972367275726,-0.016852543051899,-0.629129491546816
"upcom","upcom",-0.751885224915558,109,523,-1.41815427947082,-0.205415571386172,-0.6548746443334
"sock","sock",-0.669292173276566,204,653,-1.35264474455997,-0.0370972422087573,-0.661613225209261
"wow","wow",-0.643108657869817,7,727,-1.54337893545972,-0.193474890874423,-0.664337567485038
"west","west",-0.744350450301701,39,536,-1.50360842843707,-0.173854224808084,-0.691368217976897
"visa","visa",-0.699548371659422,33,620,-1.51591478797836,-0.02699950456689,-0.729487885023632
